2018-12-26_02:26:100/1574 (epoch 0), train_loss = 9.830, time/batch = 0.316
1197/1574 (epoch 5), train_loss = 2.107, time/batch = 0.199
1198/1574 (epoch 5), train_loss = 2.392, time/batch = 0.195
1199/1574 (epoch 5), train_loss = 2.663, time/batch = 0.198
1200/1574 (epoch 5), train_loss = 2.023, time/batch = 0.216
1201/1574 (epoch 5), train_loss = 2.155, time/batch = 0.227
1202/1574 (epoch 5), train_loss = 2.446, time/batch = 0.227
1203/1574 (epoch 5), train_loss = 2.111, time/batch = 0.229
1204/1574 (epoch 5), train_loss = 1.561, time/batch = 0.222
1205/1574 (epoch 5), train_loss = 1.755, time/batch = 0.220
1206/1574 (epoch 5), train_loss = 2.925, time/batch = 0.217
1207/1574 (epoch 5), train_loss = 3.714, time/batch = 0.228
1208/1574 (epoch 5), train_loss = 3.473, time/batch = 0.232
1209/1574 (epoch 5), train_loss = 2.444, time/batch = 0.223
1210/1574 (epoch 5), train_loss = 2.573, time/batch = 0.228
1211/1574 (epoch 5), train_loss = 3.130, time/batch = 0.232
1212/1574 (epoch 5), train_loss = 2.631, time/batch = 0.221
1213/1574 (epoch 5), train_loss = 2.971, time/batch = 0.236
1214/1574 (epoch 5), train_loss = 2.426, time/batch = 0.229
1215/1574 (epoch 5), train_loss = 2.162, time/batch = 0.230
1216/1574 (epoch 5), train_loss = 3.077, time/batch = 0.230
1217/1574 (epoch 5), train_loss = 2.165, time/batch = 0.200
1218/1574 (epoch 5), train_loss = 1.884, time/batch = 0.196
1219/1574 (epoch 5), train_loss = 1.813, time/batch = 0.195
1220/1574 (epoch 5), train_loss = 2.679, time/batch = 0.195
1221/1574 (epoch 5), train_loss = 2.832, time/batch = 0.197
1222/1574 (epoch 5), train_loss = 2.232, time/batch = 0.200
1223/1574 (epoch 5), train_loss = 1.914, time/batch = 0.208
1224/1574 (epoch 5), train_loss = 2.428, time/batch = 0.196
1225/1574 (epoch 5), train_loss = 2.095, time/batch = 0.195
1226/1574 (epoch 5), train_loss = 2.463, time/batch = 0.193
1227/1574 (epoch 5), train_loss = 2.057, time/batch = 0.198
1228/1574 (epoch 5), train_loss = 2.595, time/batch = 0.196
1229/1574 (epoch 5), train_loss = 2.777, time/batch = 0.196
1230/1574 (epoch 5), train_loss = 2.070, time/batch = 0.205
1231/1574 (epoch 5), train_loss = 2.016, time/batch = 0.195
1232/1574 (epoch 5), train_loss = 2.531, time/batch = 0.195
1233/1574 (epoch 5), train_loss = 1.905, time/batch = 0.195
1234/1574 (epoch 5), train_loss = 2.107, time/batch = 0.198
1235/1574 (epoch 5), train_loss = 2.297, time/batch = 0.198
1236/1574 (epoch 5), train_loss = 2.141, time/batch = 0.194
1237/1574 (epoch 5), train_loss = 2.383, time/batch = 0.195
1238/1574 (epoch 5), train_loss = 2.168, time/batch = 0.195
1239/1574 (epoch 5), train_loss = 2.150, time/batch = 0.199
1240/1574 (epoch 5), train_loss = 2.380, time/batch = 0.207
1241/1574 (epoch 5), train_loss = 2.076, time/batch = 0.207
1242/1574 (epoch 5), train_loss = 2.286, time/batch = 0.222
1243/1574 (epoch 5), train_loss = 1.875, time/batch = 0.230
1244/1574 (epoch 5), train_loss = 1.928, time/batch = 0.238
1245/1574 (epoch 5), train_loss = 1.950, time/batch = 0.227
1246/1574 (epoch 5), train_loss = 1.736, time/batch = 0.232
1247/1574 (epoch 5), train_loss = 3.149, time/batch = 0.244
1248/1574 (epoch 5), train_loss = 2.616, time/batch = 0.245
1249/1574 (epoch 5), train_loss = 2.516, time/batch = 0.249
1250/1574 (epoch 5), train_loss = 3.504, time/batch = 0.231
1251/1574 (epoch 5), train_loss = 1.932, time/batch = 0.227
1252/1574 (epoch 5), train_loss = 1.837, time/batch = 0.220
1253/1574 (epoch 5), train_loss = 2.203, time/batch = 0.223
1254/1574 (epoch 5), train_loss = 2.731, time/batch = 0.222
1255/1574 (epoch 5), train_loss = 2.768, time/batch = 0.216
1256/1574 (epoch 5), train_loss = 2.551, time/batch = 0.211
1257/1574 (epoch 5), train_loss = 2.008, time/batch = 0.195
1258/1574 (epoch 5), train_loss = 1.620, time/batch = 0.193
1259/1574 (epoch 5), train_loss = 2.500, time/batch = 0.194
1260/1574 (epoch 5), train_loss = 2.345, time/batch = 0.196
1261/1574 (epoch 5), train_loss = 2.197, time/batch = 0.198
1262/1574 (epoch 5), train_loss = 2.499, time/batch = 0.197
1263/1574 (epoch 5), train_loss = 2.560, time/batch = 0.197
1264/1574 (epoch 5), train_loss = 2.517, time/batch = 0.197
1265/1574 (epoch 5), train_loss = 1.881, time/batch = 0.195
1266/1574 (epoch 5), train_loss = 2.328, time/batch = 0.199
1267/1574 (epoch 5), train_loss = 2.065, time/batch = 0.201
1268/1574 (epoch 5), train_loss = 1.957, time/batch = 0.199
1269/1574 (epoch 5), train_loss = 1.959, time/batch = 0.199
1270/1574 (epoch 5), train_loss = 2.365, time/batch = 0.202
1271/1574 (epoch 5), train_loss = 2.466, time/batch = 0.194
1272/1574 (epoch 5), train_loss = 2.050, time/batch = 0.201
1273/1574 (epoch 5), train_loss = 2.150, time/batch = 0.208
1274/1574 (epoch 5), train_loss = 2.889, time/batch = 0.209
1275/1574 (epoch 5), train_loss = 1.702, time/batch = 0.221
1276/1574 (epoch 5), train_loss = 1.678, time/batch = 0.229
1277/1574 (epoch 5), train_loss = 2.641, time/batch = 0.229
1278/1574 (epoch 5), train_loss = 2.632, time/batch = 0.227
1279/1574 (epoch 5), train_loss = 1.621, time/batch = 0.230
1280/1574 (epoch 5), train_loss = 1.765, time/batch = 0.227
1281/1574 (epoch 5), train_loss = 1.651, time/batch = 0.214
1282/1574 (epoch 5), train_loss = 2.273, time/batch = 0.232
1283/1574 (epoch 5), train_loss = 2.075, time/batch = 0.219
1284/1574 (epoch 5), train_loss = 2.010, time/batch = 0.199
1285/1574 (epoch 5), train_loss = 2.217, time/batch = 0.198
1286/1574 (epoch 5), train_loss = 1.636, time/batch = 0.196
1287/1574 (epoch 5), train_loss = 2.167, time/batch = 0.197
1288/1574 (epoch 5), train_loss = 2.234, time/batch = 0.195
1289/1574 (epoch 5), train_loss = 1.959, time/batch = 0.200
1290/1574 (epoch 5), train_loss = 2.527, time/batch = 0.195
1291/1574 (epoch 5), train_loss = 2.420, time/batch = 0.196
1292/1574 (epoch 5), train_loss = 2.902, time/batch = 0.196
1293/1574 (epoch 5), train_loss = 2.558, time/batch = 0.200
1294/1574 (epoch 5), train_loss = 2.710, time/batch = 0.203
1295/1574 (epoch 5), train_loss = 1.926, time/batch = 0.212
1296/1574 (epoch 5), train_loss = 1.793, time/batch = 0.215
1297/1574 (epoch 5), train_loss = 2.388, time/batch = 0.220
1298/1574 (epoch 5), train_loss = 2.280, time/batch = 0.222
1299/1574 (epoch 5), train_loss = 2.217, time/batch = 0.222
1300/1574 (epoch 5), train_loss = 2.814, time/batch = 0.219
1301/1574 (epoch 5), train_loss = 2.220, time/batch = 0.220
1302/1574 (epoch 5), train_loss = 2.535, time/batch = 0.221
1303/1574 (epoch 5), train_loss = 2.327, time/batch = 0.208
1304/1574 (epoch 5), train_loss = 2.515, time/batch = 0.203
1305/1574 (epoch 5), train_loss = 2.575, time/batch = 0.207
1306/1574 (epoch 5), train_loss = 1.697, time/batch = 0.209
1307/1574 (epoch 5), train_loss = 1.894, time/batch = 0.211
1308/1574 (epoch 5), train_loss = 1.900, time/batch = 0.229
1309/1574 (epoch 5), train_loss = 2.245, time/batch = 0.223
1310/1574 (epoch 5), train_loss = 2.184, time/batch = 0.240
1311/1574 (epoch 5), train_loss = 2.280, time/batch = 0.238
1312/1574 (epoch 5), train_loss = 2.597, time/batch = 0.219
1313/1574 (epoch 5), train_loss = 2.163, time/batch = 0.218
1314/1574 (epoch 5), train_loss = 2.052, time/batch = 0.228
1315/1574 (epoch 5), train_loss = 2.338, time/batch = 0.230
1316/1574 (epoch 5), train_loss = 2.297, time/batch = 0.200
1317/1574 (epoch 5), train_loss = 2.096, time/batch = 0.197
1318/1574 (epoch 5), train_loss = 1.444, time/batch = 0.195
1319/1574 (epoch 5), train_loss = 2.327, time/batch = 0.196
1320/1574 (epoch 5), train_loss = 2.417, time/batch = 0.195
1321/1574 (epoch 5), train_loss = 1.925, time/batch = 0.195
1322/1574 (epoch 5), train_loss = 2.265, time/batch = 0.198
1323/1574 (epoch 5), train_loss = 2.087, time/batch = 0.200
1324/1574 (epoch 5), train_loss = 1.716, time/batch = 0.197
1325/1574 (epoch 5), train_loss = 2.131, time/batch = 0.194
1326/1574 (epoch 5), train_loss = 1.982, time/batch = 0.194
1327/1574 (epoch 5), train_loss = 2.403, time/batch = 0.196
1328/1574 (epoch 5), train_loss = 2.060, time/batch = 0.198
1329/1574 (epoch 5), train_loss = 3.000, time/batch = 0.195
1330/1574 (epoch 5), train_loss = 1.968, time/batch = 0.195
1331/1574 (epoch 5), train_loss = 1.882, time/batch = 0.194
1332/1574 (epoch 5), train_loss = 2.477, time/batch = 0.195
1333/1574 (epoch 5), train_loss = 1.550, time/batch = 0.195
1334/1574 (epoch 5), train_loss = 2.892, time/batch = 0.199
1335/1574 (epoch 5), train_loss = 2.346, time/batch = 0.196
1336/1574 (epoch 5), train_loss = 2.914, time/batch = 0.213
1337/1574 (epoch 5), train_loss = 1.894, time/batch = 0.209
1338/1574 (epoch 5), train_loss = 2.107, time/batch = 0.212
1339/1574 (epoch 5), train_loss = 2.066, time/batch = 0.206
1340/1574 (epoch 5), train_loss = 1.599, time/batch = 0.216
1341/1574 (epoch 5), train_loss = 2.225, time/batch = 0.226
1342/1574 (epoch 5), train_loss = 2.715, time/batch = 0.238
1343/1574 (epoch 5), train_loss = 2.581, time/batch = 0.239
1344/1574 (epoch 5), train_loss = 2.168, time/batch = 0.220
1345/1574 (epoch 5), train_loss = 2.376, time/batch = 0.219
1346/1574 (epoch 5), train_loss = 3.069, time/batch = 0.208
1347/1574 (epoch 5), train_loss = 1.504, time/batch = 0.215
1348/1574 (epoch 5), train_loss = 1.990, time/batch = 0.216
1349/1574 (epoch 5), train_loss = 2.121, time/batch = 0.225
1350/1574 (epoch 5), train_loss = 2.071, time/batch = 0.220
1351/1574 (epoch 5), train_loss = 1.508, time/batch = 0.229
1352/1574 (epoch 5), train_loss = 1.880, time/batch = 0.229
1353/1574 (epoch 5), train_loss = 1.453, time/batch = 0.223
1354/1574 (epoch 5), train_loss = 2.168, time/batch = 0.226
1355/1574 (epoch 5), train_loss = 2.312, time/batch = 0.233
1356/1574 (epoch 5), train_loss = 1.951, time/batch = 0.219
1357/1574 (epoch 5), train_loss = 2.427, time/batch = 0.197
1358/1574 (epoch 5), train_loss = 2.146, time/batch = 0.196
1359/1574 (epoch 5), train_loss = 2.256, time/batch = 0.196
1360/1574 (epoch 5), train_loss = 2.814, time/batch = 0.197
1361/1574 (epoch 5), train_loss = 2.351, time/batch = 0.199
1362/1574 (epoch 5), train_loss = 1.658, time/batch = 0.199
1363/1574 (epoch 5), train_loss = 2.477, time/batch = 0.196
1364/1574 (epoch 5), train_loss = 2.245, time/batch = 0.196
1365/1574 (epoch 5), train_loss = 1.938, time/batch = 0.197
1366/1574 (epoch 5), train_loss = 2.169, time/batch = 0.197
1367/1574 (epoch 5), train_loss = 2.548, time/batch = 0.201
1368/1574 (epoch 5), train_loss = 2.046, time/batch = 0.214
1369/1574 (epoch 5), train_loss = 2.228, time/batch = 0.211
1370/1574 (epoch 5), train_loss = 1.960, time/batch = 0.207
1371/1574 (epoch 5), train_loss = 1.853, time/batch = 0.214
1372/1574 (epoch 5), train_loss = 2.403, time/batch = 0.218
1373/1574 (epoch 5), train_loss = 2.019, time/batch = 0.213
1374/1574 (epoch 5), train_loss = 2.360, time/batch = 0.197
1375/1574 (epoch 5), train_loss = 1.790, time/batch = 0.196
1376/1574 (epoch 5), train_loss = 2.066, time/batch = 0.193
1377/1574 (epoch 5), train_loss = 2.114, time/batch = 0.197
1378/1574 (epoch 5), train_loss = 2.330, time/batch = 0.195
1379/1574 (epoch 5), train_loss = 2.955, time/batch = 0.195
1380/1574 (epoch 5), train_loss = 2.861, time/batch = 0.197
1381/1574 (epoch 5), train_loss = 2.816, time/batch = 0.203
1382/1574 (epoch 5), train_loss = 2.223, time/batch = 0.217
1383/1574 (epoch 5), train_loss = 2.093, time/batch = 0.221
1384/1574 (epoch 5), train_loss = 2.229, time/batch = 0.211
1385/1574 (epoch 5), train_loss = 2.524, time/batch = 0.229
1386/1574 (epoch 5), train_loss = 2.563, time/batch = 0.216
1387/1574 (epoch 5), train_loss = 1.689, time/batch = 0.218
1388/1574 (epoch 5), train_loss = 2.164, time/batch = 0.227
1389/1574 (epoch 5), train_loss = 1.958, time/batch = 0.222
1390/1574 (epoch 5), train_loss = 2.967, time/batch = 0.221
1391/1574 (epoch 5), train_loss = 1.909, time/batch = 0.223
1392/1574 (epoch 5), train_loss = 2.515, time/batch = 0.214
1393/1574 (epoch 5), train_loss = 2.030, time/batch = 0.221
1394/1574 (epoch 5), train_loss = 3.139, time/batch = 0.220
1395/1574 (epoch 5), train_loss = 2.852, time/batch = 0.217
1396/1574 (epoch 5), train_loss = 2.000, time/batch = 0.216
1397/1574 (epoch 5), train_loss = 2.087, time/batch = 0.221
1398/1574 (epoch 5), train_loss = 2.198, time/batch = 0.229
1399/1574 (epoch 5), train_loss = 2.894, time/batch = 0.214
1400/1574 (epoch 5), train_loss = 2.028, time/batch = 0.208
1401/1574 (epoch 5), train_loss = 2.067, time/batch = 0.209
1402/1574 (epoch 5), train_loss = 2.601, time/batch = 0.215
1403/1574 (epoch 5), train_loss = 2.348, time/batch = 0.207
1404/1574 (epoch 5), train_loss = 2.299, time/batch = 0.208
1405/1574 (epoch 5), train_loss = 2.328, time/batch = 0.207
1406/1574 (epoch 5), train_loss = 2.200, time/batch = 0.196
1407/1574 (epoch 5), train_loss = 2.262, time/batch = 0.195
1408/1574 (epoch 5), train_loss = 1.917, time/batch = 0.198
1409/1574 (epoch 5), train_loss = 2.454, time/batch = 0.196
1410/1574 (epoch 5), train_loss = 2.255, time/batch = 0.195
1411/1574 (epoch 5), train_loss = 2.723, time/batch = 0.201
1412/1574 (epoch 5), train_loss = 1.873, time/batch = 0.195
1413/1574 (epoch 5), train_loss = 2.017, time/batch = 0.198
1414/1574 (epoch 5), train_loss = 1.565, time/batch = 0.220
1415/1574 (epoch 5), train_loss = 1.941, time/batch = 0.218
1416/1574 (epoch 5), train_loss = 1.472, time/batch = 0.217
1417/1574 (epoch 5), train_loss = 2.414, time/batch = 0.220
1418/1574 (epoch 5), train_loss = 2.255, time/batch = 0.224
1419/1574 (epoch 5), train_loss = 2.424, time/batch = 0.222
1420/1574 (epoch 5), train_loss = 2.819, time/batch = 0.225
1421/1574 (epoch 5), train_loss = 1.807, time/batch = 0.214
1422/1574 (epoch 5), train_loss = 2.564, time/batch = 0.200
1423/1574 (epoch 5), train_loss = 1.795, time/batch = 0.196
1424/1574 (epoch 5), train_loss = 1.944, time/batch = 0.196
1425/1574 (epoch 5), train_loss = 1.907, time/batch = 0.196
1426/1574 (epoch 5), train_loss = 2.325, time/batch = 0.199
1427/1574 (epoch 5), train_loss = 2.051, time/batch = 0.199
1428/1574 (epoch 5), train_loss = 2.004, time/batch = 0.195
1429/1574 (epoch 5), train_loss = 2.099, time/batch = 0.200
1430/1574 (epoch 5), train_loss = 2.148, time/batch = 0.207
1431/1574 (epoch 5), train_loss = 2.153, time/batch = 0.208
1432/1574 (epoch 5), train_loss = 2.166, time/batch = 0.214
1433/1574 (epoch 5), train_loss = 2.171, time/batch = 0.211
1434/1574 (epoch 5), train_loss = 2.221, time/batch = 0.212
1435/1574 (epoch 5), train_loss = 1.850, time/batch = 0.217
1436/1574 (epoch 5), train_loss = 1.989, time/batch = 0.212
1437/1574 (epoch 5), train_loss = 2.078, time/batch = 0.208
1438/1574 (epoch 5), train_loss = 2.486, time/batch = 0.214
1439/1574 (epoch 5), train_loss = 3.211, time/batch = 0.220
1440/1574 (epoch 5), train_loss = 1.949, time/batch = 0.218
1441/1574 (epoch 5), train_loss = 2.483, time/batch = 0.216
1442/1574 (epoch 5), train_loss = 2.854, time/batch = 0.221
1443/1574 (epoch 5), train_loss = 2.461, time/batch = 0.216
1444/1574 (epoch 5), train_loss = 2.036, time/batch = 0.215
1445/1574 (epoch 5), train_loss = 2.543, time/batch = 0.224
1446/1574 (epoch 5), train_loss = 2.659, time/batch = 0.233
1447/1574 (epoch 5), train_loss = 1.770, time/batch = 0.219
1448/1574 (epoch 5), train_loss = 2.114, time/batch = 0.219
1449/1574 (epoch 5), train_loss = 1.765, time/batch = 0.223
1450/1574 (epoch 5), train_loss = 2.173, time/batch = 0.224
1451/1574 (epoch 5), train_loss = 1.922, time/batch = 0.236
1452/1574 (epoch 5), train_loss = 2.703, time/batch = 0.233
1453/1574 (epoch 5), train_loss = 1.882, time/batch = 0.211
1454/1574 (epoch 5), train_loss = 1.610, time/batch = 0.200
1455/1574 (epoch 5), train_loss = 1.765, time/batch = 0.199
1456/1574 (epoch 5), train_loss = 1.519, time/batch = 0.197
1457/1574 (epoch 5), train_loss = 2.262, time/batch = 0.197
1458/1574 (epoch 5), train_loss = 2.355, time/batch = 0.203
1459/1574 (epoch 5), train_loss = 2.272, time/batch = 0.199
1460/1574 (epoch 5), train_loss = 1.937, time/batch = 0.207
1461/1574 (epoch 5), train_loss = 1.774, time/batch = 0.207
1462/1574 (epoch 5), train_loss = 2.132, time/batch = 0.208
1463/1574 (epoch 5), train_loss = 2.203, time/batch = 0.216
1464/1574 (epoch 5), train_loss = 2.071, time/batch = 0.209
1465/1574 (epoch 5), train_loss = 2.167, time/batch = 0.215
1466/1574 (epoch 5), train_loss = 2.117, time/batch = 0.223
1467/1574 (epoch 5), train_loss = 2.438, time/batch = 0.197
1468/1574 (epoch 5), train_loss = 2.306, time/batch = 0.194
1469/1574 (epoch 5), train_loss = 2.285, time/batch = 0.195
1470/1574 (epoch 5), train_loss = 3.657, time/batch = 0.196
1471/1574 (epoch 5), train_loss = 1.752, time/batch = 0.195
1472/1574 (epoch 5), train_loss = 2.170, time/batch = 0.198
1473/1574 (epoch 5), train_loss = 2.198, time/batch = 0.194
1474/1574 (epoch 5), train_loss = 1.905, time/batch = 0.195
1475/1574 (epoch 5), train_loss = 1.753, time/batch = 0.196
1476/1574 (epoch 5), train_loss = 1.930, time/batch = 0.195
1477/1574 (epoch 5), train_loss = 2.253, time/batch = 0.197
1478/1574 (epoch 5), train_loss = 2.475, time/batch = 0.212
1479/1574 (epoch 5), train_loss = 1.824, time/batch = 0.217
1480/1574 (epoch 5), train_loss = 2.639, time/batch = 0.222
1481/1574 (epoch 5), train_loss = 2.162, time/batch = 0.222
1482/1574 (epoch 5), train_loss = 2.005, time/batch = 0.219
1483/1574 (epoch 5), train_loss = 2.180, time/batch = 0.218
1484/1574 (epoch 5), train_loss = 2.157, time/batch = 0.251
1485/1574 (epoch 5), train_loss = 1.948, time/batch = 0.238
1486/1574 (epoch 5), train_loss = 2.370, time/batch = 0.216
1487/1574 (epoch 5), train_loss = 1.694, time/batch = 0.220
1488/1574 (epoch 5), train_loss = 2.513, time/batch = 0.222
1489/1574 (epoch 5), train_loss = 3.006, time/batch = 0.218
1490/1574 (epoch 5), train_loss = 2.227, time/batch = 0.212
1491/1574 (epoch 5), train_loss = 2.393, time/batch = 0.236
1492/1574 (epoch 5), train_loss = 2.197, time/batch = 0.223
1493/1574 (epoch 5), train_loss = 2.076, time/batch = 0.225
1494/1574 (epoch 5), train_loss = 2.017, time/batch = 0.206
1495/1574 (epoch 5), train_loss = 1.859, time/batch = 0.210
1496/1574 (epoch 5), train_loss = 2.147, time/batch = 0.208
1497/1574 (epoch 5), train_loss = 1.555, time/batch = 0.211
1498/1574 (epoch 5), train_loss = 1.882, time/batch = 0.210
1499/1574 (epoch 5), train_loss = 1.558, time/batch = 0.204
1500/1574 (epoch 5), train_loss = 2.250, time/batch = 0.194
1501/1574 (epoch 5), train_loss = 1.758, time/batch = 0.200
1502/1574 (epoch 5), train_loss = 2.573, time/batch = 0.195
1503/1574 (epoch 5), train_loss = 2.246, time/batch = 0.196
1504/1574 (epoch 5), train_loss = 2.396, time/batch = 0.195
1505/1574 (epoch 5), train_loss = 2.503, time/batch = 0.196
1506/1574 (epoch 5), train_loss = 2.481, time/batch = 0.198
1507/1574 (epoch 5), train_loss = 2.264, time/batch = 0.195
1508/1574 (epoch 5), train_loss = 2.401, time/batch = 0.195
1509/1574 (epoch 5), train_loss = 2.458, time/batch = 0.213
1510/1574 (epoch 5), train_loss = 2.657, time/batch = 0.215
1511/1574 (epoch 5), train_loss = 2.225, time/batch = 0.218
1512/1574 (epoch 5), train_loss = 2.720, time/batch = 0.224
1513/1574 (epoch 5), train_loss = 1.778, time/batch = 0.215
1514/1574 (epoch 5), train_loss = 1.951, time/batch = 0.219
1515/1574 (epoch 5), train_loss = 1.539, time/batch = 0.215
1516/1574 (epoch 5), train_loss = 2.372, time/batch = 0.233
1517/1574 (epoch 5), train_loss = 2.121, time/batch = 0.225
1518/1574 (epoch 5), train_loss = 1.892, time/batch = 0.196
1519/1574 (epoch 5), train_loss = 2.105, time/batch = 0.198
1520/1574 (epoch 5), train_loss = 2.481, time/batch = 0.195
1521/1574 (epoch 5), train_loss = 1.604, time/batch = 0.210
1522/1574 (epoch 5), train_loss = 1.923, time/batch = 0.195
1523/1574 (epoch 5), train_loss = 2.288, time/batch = 0.198
1524/1574 (epoch 5), train_loss = 2.076, time/batch = 0.204
1525/1574 (epoch 5), train_loss = 2.573, time/batch = 0.211
1526/1574 (epoch 5), train_loss = 2.304, time/batch = 0.208
1527/1574 (epoch 5), train_loss = 2.013, time/batch = 0.208
1528/1574 (epoch 5), train_loss = 1.885, time/batch = 0.214
1529/1574 (epoch 5), train_loss = 1.873, time/batch = 0.208
1530/1574 (epoch 5), train_loss = 2.152, time/batch = 0.218
1531/1574 (epoch 5), train_loss = 2.014, time/batch = 0.198
1532/1574 (epoch 5), train_loss = 3.244, time/batch = 0.219
1533/1574 (epoch 5), train_loss = 2.261, time/batch = 0.216
1534/1574 (epoch 5), train_loss = 1.796, time/batch = 0.220
1535/1574 (epoch 5), train_loss = 2.223, time/batch = 0.226
1536/1574 (epoch 5), train_loss = 2.136, time/batch = 0.220
1537/1574 (epoch 5), train_loss = 2.627, time/batch = 0.225
1538/1574 (epoch 5), train_loss = 1.746, time/batch = 0.220
1539/1574 (epoch 5), train_loss = 2.575, time/batch = 0.212
1540/1574 (epoch 5), train_loss = 3.231, time/batch = 0.227
1541/1574 (epoch 5), train_loss = 2.469, time/batch = 0.209
1542/1574 (epoch 5), train_loss = 2.522, time/batch = 0.215
1543/1574 (epoch 5), train_loss = 2.277, time/batch = 0.215
1544/1574 (epoch 5), train_loss = 2.843, time/batch = 0.221
1545/1574 (epoch 5), train_loss = 2.390, time/batch = 0.225
1546/1574 (epoch 5), train_loss = 2.259, time/batch = 0.217
1547/1574 (epoch 5), train_loss = 1.896, time/batch = 0.219
1548/1574 (epoch 5), train_loss = 2.281, time/batch = 0.226
1549/1574 (epoch 5), train_loss = 1.984, time/batch = 0.215
1550/1574 (epoch 5), train_loss = 2.175, time/batch = 0.199
1551/1574 (epoch 5), train_loss = 2.186, time/batch = 0.198
1552/1574 (epoch 5), train_loss = 2.023, time/batch = 0.198
1553/1574 (epoch 5), train_loss = 2.194, time/batch = 0.196
1554/1574 (epoch 5), train_loss = 2.375, time/batch = 0.211
1555/1574 (epoch 5), train_loss = 2.095, time/batch = 0.224
1556/1574 (epoch 5), train_loss = 2.280, time/batch = 0.208
1557/1574 (epoch 5), train_loss = 2.522, time/batch = 0.205
1558/1574 (epoch 5), train_loss = 1.732, time/batch = 0.208
1559/1574 (epoch 5), train_loss = 1.902, time/batch = 0.210
1560/1574 (epoch 5), train_loss = 1.834, time/batch = 0.212
1561/1574 (epoch 5), train_loss = 2.120, time/batch = 0.213
1562/1574 (epoch 5), train_loss = 2.353, time/batch = 0.201
1563/1574 (epoch 5), train_loss = 1.883, time/batch = 0.196
1564/1574 (epoch 5), train_loss = 2.394, time/batch = 0.197
1565/1574 (epoch 5), train_loss = 2.709, time/batch = 0.197
1566/1574 (epoch 5), train_loss = 2.274, time/batch = 0.196
1567/1574 (epoch 5), train_loss = 2.412, time/batch = 0.196
1568/1574 (epoch 5), train_loss = 1.899, time/batch = 0.197
1569/1574 (epoch 5), train_loss = 2.098, time/batch = 0.204
1570/1574 (epoch 5), train_loss = 1.894, time/batch = 0.195
1571/1574 (epoch 5), train_loss = 2.193, time/batch = 0.194
1572/1574 (epoch 5), train_loss = 2.503, time/batch = 0.195
1573/1574 (epoch 5), train_loss = 2.292, time/batch = 0.193
0/1574 (epoch 6), train_loss = 2.956, time/batch = 0.221
1/1574 (epoch 6), train_loss = 2.957, time/batch = 0.214
2/1574 (epoch 6), train_loss = 3.322, time/batch = 0.217
3/1574 (epoch 6), train_loss = 3.231, time/batch = 0.218
4/1574 (epoch 6), train_loss = 3.546, time/batch = 0.220
5/1574 (epoch 6), train_loss = 3.493, time/batch = 0.243
6/1574 (epoch 6), train_loss = 3.848, time/batch = 0.239
7/1574 (epoch 6), train_loss = 3.678, time/batch = 0.245
8/1574 (epoch 6), train_loss = 2.499, time/batch = 0.234
9/1574 (epoch 6), train_loss = 2.780, time/batch = 0.230
10/1574 (epoch 6), train_loss = 2.351, time/batch = 0.217
11/1574 (epoch 6), train_loss = 3.902, time/batch = 0.218
12/1574 (epoch 6), train_loss = 6.014, time/batch = 0.237
13/1574 (epoch 6), train_loss = 5.911, time/batch = 0.222
14/1574 (epoch 6), train_loss = 5.344, time/batch = 0.226
15/1574 (epoch 6), train_loss = 5.432, time/batch = 0.221
16/1574 (epoch 6), train_loss = 4.596, time/batch = 0.208
17/1574 (epoch 6), train_loss = 4.401, time/batch = 0.208
18/1574 (epoch 6), train_loss = 4.925, time/batch = 0.219
19/1574 (epoch 6), train_loss = 4.923, time/batch = 0.210
20/1574 (epoch 6), train_loss = 4.827, time/batch = 0.201
21/1574 (epoch 6), train_loss = 4.932, time/batch = 0.197
22/1574 (epoch 6), train_loss = 4.674, time/batch = 0.197
23/1574 (epoch 6), train_loss = 4.923, time/batch = 0.198
24/1574 (epoch 6), train_loss = 5.815, time/batch = 0.198
25/1574 (epoch 6), train_loss = 3.195, time/batch = 0.196
26/1574 (epoch 6), train_loss = 2.691, time/batch = 0.195
27/1574 (epoch 6), train_loss = 2.968, time/batch = 0.200
28/1574 (epoch 6), train_loss = 2.968, time/batch = 0.200
29/1574 (epoch 6), train_loss = 1.958, time/batch = 0.203
30/1574 (epoch 6), train_loss = 2.610, time/batch = 0.195
31/1574 (epoch 6), train_loss = 2.653, time/batch = 0.199
32/1574 (epoch 6), train_loss = 3.050, time/batch = 0.212
33/1574 (epoch 6), train_loss = 3.721, time/batch = 0.218
34/1574 (epoch 6), train_loss = 3.934, time/batch = 0.212
35/1574 (epoch 6), train_loss = 3.614, time/batch = 0.224
36/1574 (epoch 6), train_loss = 3.237, time/batch = 0.218
37/1574 (epoch 6), train_loss = 3.876, time/batch = 0.222
38/1574 (epoch 6), train_loss = 3.098, time/batch = 0.223
39/1574 (epoch 6), train_loss = 3.153, time/batch = 0.228
40/1574 (epoch 6), train_loss = 3.487, time/batch = 0.212
41/1574 (epoch 6), train_loss = 2.888, time/batch = 0.199
42/1574 (epoch 6), train_loss = 2.853, time/batch = 0.195
43/1574 (epoch 6), train_loss = 2.539, time/batch = 0.197
44/1574 (epoch 6), train_loss = 4.428, time/batch = 0.213
45/1574 (epoch 6), train_loss = 3.161, time/batch = 0.211
46/1574 (epoch 6), train_loss = 3.943, time/batch = 0.211
