2019-01-02_18:09:55data_dir: data/
batch_size: 120
win_size: 5
hidden_num: 100
word_dim: 300
num_epochs: 3
grad_clip: 10.00/10715 (epoch 0), train_loss = 11.781, time/batch = 0.797
7653/10715 (epoch 1), train_loss = 3.174, time/batch = 0.595
7654/10715 (epoch 1), train_loss = 2.578, time/batch = 0.582
7655/10715 (epoch 1), train_loss = 4.283, time/batch = 0.618
7656/10715 (epoch 1), train_loss = 3.800, time/batch = 0.587
7657/10715 (epoch 1), train_loss = 2.789, time/batch = 0.601
7658/10715 (epoch 1), train_loss = 3.233, time/batch = 0.626
7659/10715 (epoch 1), train_loss = 2.808, time/batch = 0.615
7660/10715 (epoch 1), train_loss = 2.774, time/batch = 0.605
7661/10715 (epoch 1), train_loss = 3.033, time/batch = 0.594
7662/10715 (epoch 1), train_loss = 2.966, time/batch = 0.587
7663/10715 (epoch 1), train_loss = 3.746, time/batch = 0.606
7664/10715 (epoch 1), train_loss = 2.643, time/batch = 0.591
7665/10715 (epoch 1), train_loss = 3.162, time/batch = 0.601
7666/10715 (epoch 1), train_loss = 3.332, time/batch = 0.587
7667/10715 (epoch 1), train_loss = 3.334, time/batch = 0.614
7668/10715 (epoch 1), train_loss = 3.142, time/batch = 0.618
7669/10715 (epoch 1), train_loss = 3.463, time/batch = 0.601
7670/10715 (epoch 1), train_loss = 2.781, time/batch = 0.588
7671/10715 (epoch 1), train_loss = 2.557, time/batch = 0.609
7672/10715 (epoch 1), train_loss = 2.942, time/batch = 0.593
7673/10715 (epoch 1), train_loss = 4.480, time/batch = 0.613
7674/10715 (epoch 1), train_loss = 3.750, time/batch = 0.600
7675/10715 (epoch 1), train_loss = 2.995, time/batch = 0.601
7676/10715 (epoch 1), train_loss = 3.539, time/batch = 0.611
7677/10715 (epoch 1), train_loss = 2.437, time/batch = 0.622
7678/10715 (epoch 1), train_loss = 2.928, time/batch = 0.628
7679/10715 (epoch 1), train_loss = 3.367, time/batch = 0.606
7680/10715 (epoch 1), train_loss = 3.344, time/batch = 0.597
7681/10715 (epoch 1), train_loss = 3.103, time/batch = 0.595
7682/10715 (epoch 1), train_loss = 2.870, time/batch = 0.595
7683/10715 (epoch 1), train_loss = 3.125, time/batch = 0.595
7684/10715 (epoch 1), train_loss = 3.211, time/batch = 0.597
7685/10715 (epoch 1), train_loss = 3.731, time/batch = 0.597
7686/10715 (epoch 1), train_loss = 3.548, time/batch = 0.623
7687/10715 (epoch 1), train_loss = 3.489, time/batch = 0.621
7688/10715 (epoch 1), train_loss = 4.185, time/batch = 0.620
7689/10715 (epoch 1), train_loss = 3.634, time/batch = 0.596
7690/10715 (epoch 1), train_loss = 2.997, time/batch = 0.621
7691/10715 (epoch 1), train_loss = 3.442, time/batch = 0.594
7692/10715 (epoch 1), train_loss = 3.538, time/batch = 0.613
7693/10715 (epoch 1), train_loss = 3.480, time/batch = 0.618
7694/10715 (epoch 1), train_loss = 3.505, time/batch = 0.614
7695/10715 (epoch 1), train_loss = 4.043, time/batch = 0.590
7696/10715 (epoch 1), train_loss = 3.247, time/batch = 0.620
7697/10715 (epoch 1), train_loss = 3.732, time/batch = 0.604
7698/10715 (epoch 1), train_loss = 3.574, time/batch = 0.625
7699/10715 (epoch 1), train_loss = 3.693, time/batch = 0.587
7700/10715 (epoch 1), train_loss = 3.249, time/batch = 0.591
7701/10715 (epoch 1), train_loss = 1.999, time/batch = 0.598
7702/10715 (epoch 1), train_loss = 3.498, time/batch = 0.590
7703/10715 (epoch 1), train_loss = 3.483, time/batch = 0.603
7704/10715 (epoch 1), train_loss = 3.039, time/batch = 0.601
7705/10715 (epoch 1), train_loss = 3.179, time/batch = 0.588
7706/10715 (epoch 1), train_loss = 3.606, time/batch = 0.628
7707/10715 (epoch 1), train_loss = 3.018, time/batch = 0.615
7708/10715 (epoch 1), train_loss = 3.168, time/batch = 0.630
7709/10715 (epoch 1), train_loss = 3.495, time/batch = 0.597
7710/10715 (epoch 1), train_loss = 3.204, time/batch = 0.600
7711/10715 (epoch 1), train_loss = 4.114, time/batch = 0.590
7712/10715 (epoch 1), train_loss = 3.530, time/batch = 0.609
7713/10715 (epoch 1), train_loss = 3.643, time/batch = 0.579
7714/10715 (epoch 1), train_loss = 3.091, time/batch = 0.580
7715/10715 (epoch 1), train_loss = 2.919, time/batch = 0.608
7716/10715 (epoch 1), train_loss = 2.657, time/batch = 0.606
7717/10715 (epoch 1), train_loss = 3.382, time/batch = 0.600
7718/10715 (epoch 1), train_loss = 3.199, time/batch = 0.649
7719/10715 (epoch 1), train_loss = 2.557, time/batch = 0.590
7720/10715 (epoch 1), train_loss = 2.725, time/batch = 0.597
7721/10715 (epoch 1), train_loss = 3.071, time/batch = 0.585
7722/10715 (epoch 1), train_loss = 2.736, time/batch = 0.580
7723/10715 (epoch 1), train_loss = 2.580, time/batch = 0.600
7724/10715 (epoch 1), train_loss = 2.789, time/batch = 0.594
7725/10715 (epoch 1), train_loss = 3.887, time/batch = 0.612
7726/10715 (epoch 1), train_loss = 3.960, time/batch = 0.647
7727/10715 (epoch 1), train_loss = 3.346, time/batch = 0.603
7728/10715 (epoch 1), train_loss = 3.758, time/batch = 0.607
7729/10715 (epoch 1), train_loss = 2.814, time/batch = 0.593
7730/10715 (epoch 1), train_loss = 3.258, time/batch = 0.601
7731/10715 (epoch 1), train_loss = 3.469, time/batch = 0.628
7732/10715 (epoch 1), train_loss = 2.374, time/batch = 0.593
7733/10715 (epoch 1), train_loss = 3.160, time/batch = 0.603
7734/10715 (epoch 1), train_loss = 2.782, time/batch = 0.611
7735/10715 (epoch 1), train_loss = 3.381, time/batch = 0.604
7736/10715 (epoch 1), train_loss = 3.156, time/batch = 0.632
7737/10715 (epoch 1), train_loss = 3.201, time/batch = 0.638
7738/10715 (epoch 1), train_loss = 2.451, time/batch = 0.629
7739/10715 (epoch 1), train_loss = 3.611, time/batch = 0.690
7740/10715 (epoch 1), train_loss = 2.934, time/batch = 0.708
7741/10715 (epoch 1), train_loss = 3.137, time/batch = 0.692
7742/10715 (epoch 1), train_loss = 3.512, time/batch = 0.663
7743/10715 (epoch 1), train_loss = 3.590, time/batch = 0.689
7744/10715 (epoch 1), train_loss = 3.560, time/batch = 0.680
7745/10715 (epoch 1), train_loss = 3.100, time/batch = 0.660
7746/10715 (epoch 1), train_loss = 3.562, time/batch = 0.643
7747/10715 (epoch 1), train_loss = 3.596, time/batch = 0.664
7748/10715 (epoch 1), train_loss = 3.551, time/batch = 0.651
7749/10715 (epoch 1), train_loss = 2.844, time/batch = 0.648
7750/10715 (epoch 1), train_loss = 3.240, time/batch = 0.660
7751/10715 (epoch 1), train_loss = 3.056, time/batch = 0.637
7752/10715 (epoch 1), train_loss = 2.983, time/batch = 0.622
7753/10715 (epoch 1), train_loss = 3.088, time/batch = 0.644
7754/10715 (epoch 1), train_loss = 3.459, time/batch = 0.659
7755/10715 (epoch 1), train_loss = 3.107, time/batch = 0.672
7756/10715 (epoch 1), train_loss = 3.197, time/batch = 0.688
7757/10715 (epoch 1), train_loss = 2.856, time/batch = 0.632
7758/10715 (epoch 1), train_loss = 3.749, time/batch = 0.618
7759/10715 (epoch 1), train_loss = 3.125, time/batch = 0.632
7760/10715 (epoch 1), train_loss = 3.237, time/batch = 0.623
7761/10715 (epoch 1), train_loss = 2.909, time/batch = 0.655
7762/10715 (epoch 1), train_loss = 3.363, time/batch = 0.720
7763/10715 (epoch 1), train_loss = 2.943, time/batch = 0.694
7764/10715 (epoch 1), train_loss = 2.475, time/batch = 0.654
7765/10715 (epoch 1), train_loss = 3.130, time/batch = 0.669
7766/10715 (epoch 1), train_loss = 3.531, time/batch = 0.572
7767/10715 (epoch 1), train_loss = 3.484, time/batch = 0.546
7768/10715 (epoch 1), train_loss = 3.293, time/batch = 0.532
7769/10715 (epoch 1), train_loss = 2.982, time/batch = 0.556
7770/10715 (epoch 1), train_loss = 3.027, time/batch = 0.592
7771/10715 (epoch 1), train_loss = 2.247, time/batch = 0.572
7772/10715 (epoch 1), train_loss = 2.361, time/batch = 0.643
7773/10715 (epoch 1), train_loss = 3.184, time/batch = 0.657
7774/10715 (epoch 1), train_loss = 2.691, time/batch = 0.698
7775/10715 (epoch 1), train_loss = 3.073, time/batch = 0.573
7776/10715 (epoch 1), train_loss = 2.740, time/batch = 0.533
7777/10715 (epoch 1), train_loss = 3.438, time/batch = 0.534
7778/10715 (epoch 1), train_loss = 2.858, time/batch = 0.534
7779/10715 (epoch 1), train_loss = 2.981, time/batch = 0.548
7780/10715 (epoch 1), train_loss = 3.910, time/batch = 0.525
7781/10715 (epoch 1), train_loss = 2.807, time/batch = 0.548
7782/10715 (epoch 1), train_loss = 2.733, time/batch = 0.523
7783/10715 (epoch 1), train_loss = 2.439, time/batch = 0.535
7784/10715 (epoch 1), train_loss = 3.286, time/batch = 0.549
7785/10715 (epoch 1), train_loss = 2.372, time/batch = 0.543
7786/10715 (epoch 1), train_loss = 2.510, time/batch = 0.565
7787/10715 (epoch 1), train_loss = 3.597, time/batch = 0.546
7788/10715 (epoch 1), train_loss = 3.545, time/batch = 0.546
7789/10715 (epoch 1), train_loss = 2.894, time/batch = 0.559
7790/10715 (epoch 1), train_loss = 2.664, time/batch = 0.543
7791/10715 (epoch 1), train_loss = 2.759, time/batch = 0.545
7792/10715 (epoch 1), train_loss = 3.507, time/batch = 0.551
7793/10715 (epoch 1), train_loss = 3.622, time/batch = 0.549
7794/10715 (epoch 1), train_loss = 2.849, time/batch = 0.524
7795/10715 (epoch 1), train_loss = 4.258, time/batch = 0.542
7796/10715 (epoch 1), train_loss = 3.074, time/batch = 0.543
7797/10715 (epoch 1), train_loss = 3.338, time/batch = 0.542
7798/10715 (epoch 1), train_loss = 2.950, time/batch = 0.545
7799/10715 (epoch 1), train_loss = 2.943, time/batch = 0.534
7800/10715 (epoch 1), train_loss = 3.186, time/batch = 0.518
7801/10715 (epoch 1), train_loss = 2.770, time/batch = 0.554
7802/10715 (epoch 1), train_loss = 3.213, time/batch = 0.526
7803/10715 (epoch 1), train_loss = 2.761, time/batch = 0.542
7804/10715 (epoch 1), train_loss = 3.024, time/batch = 0.538
7805/10715 (epoch 1), train_loss = 2.973, time/batch = 0.540
7806/10715 (epoch 1), train_loss = 2.545, time/batch = 0.565
7807/10715 (epoch 1), train_loss = 2.839, time/batch = 0.543
7808/10715 (epoch 1), train_loss = 3.471, time/batch = 0.552
7809/10715 (epoch 1), train_loss = 3.494, time/batch = 0.541
7810/10715 (epoch 1), train_loss = 2.197, time/batch = 0.553
7811/10715 (epoch 1), train_loss = 3.029, time/batch = 0.534
7812/10715 (epoch 1), train_loss = 2.529, time/batch = 0.533
7813/10715 (epoch 1), train_loss = 2.696, time/batch = 0.519
7814/10715 (epoch 1), train_loss = 3.892, time/batch = 0.544
7815/10715 (epoch 1), train_loss = 2.583, time/batch = 0.535
7816/10715 (epoch 1), train_loss = 3.263, time/batch = 0.533
7817/10715 (epoch 1), train_loss = 3.275, time/batch = 0.523
7818/10715 (epoch 1), train_loss = 2.795, time/batch = 0.555
7819/10715 (epoch 1), train_loss = 3.021, time/batch = 0.541
7820/10715 (epoch 1), train_loss = 2.725, time/batch = 0.527
7821/10715 (epoch 1), train_loss = 3.076, time/batch = 0.531
7822/10715 (epoch 1), train_loss = 3.372, time/batch = 0.534
7823/10715 (epoch 1), train_loss = 3.364, time/batch = 0.539
7824/10715 (epoch 1), train_loss = 3.112, time/batch = 0.547
7825/10715 (epoch 1), train_loss = 2.511, time/batch = 0.539
7826/10715 (epoch 1), train_loss = 3.136, time/batch = 0.528
7827/10715 (epoch 1), train_loss = 2.632, time/batch = 0.537
7828/10715 (epoch 1), train_loss = 3.122, time/batch = 0.540
7829/10715 (epoch 1), train_loss = 2.704, time/batch = 0.535
7830/10715 (epoch 1), train_loss = 3.182, time/batch = 0.537
7831/10715 (epoch 1), train_loss = 3.395, time/batch = 0.612
7832/10715 (epoch 1), train_loss = 3.542, time/batch = 0.586
7833/10715 (epoch 1), train_loss = 3.448, time/batch = 0.545
7834/10715 (epoch 1), train_loss = 3.180, time/batch = 0.560
7835/10715 (epoch 1), train_loss = 3.253, time/batch = 0.594
7836/10715 (epoch 1), train_loss = 3.221, time/batch = 0.559
7837/10715 (epoch 1), train_loss = 3.505, time/batch = 0.644
7838/10715 (epoch 1), train_loss = 3.282, time/batch = 0.696
7839/10715 (epoch 1), train_loss = 3.247, time/batch = 0.684
7840/10715 (epoch 1), train_loss = 2.949, time/batch = 0.697
7841/10715 (epoch 1), train_loss = 3.443, time/batch = 0.560
7842/10715 (epoch 1), train_loss = 3.194, time/batch = 0.582
7843/10715 (epoch 1), train_loss = 3.637, time/batch = 0.548
7844/10715 (epoch 1), train_loss = 3.232, time/batch = 0.582
7845/10715 (epoch 1), train_loss = 3.101, time/batch = 0.577
7846/10715 (epoch 1), train_loss = 3.108, time/batch = 0.588
7847/10715 (epoch 1), train_loss = 2.513, time/batch = 0.570
7848/10715 (epoch 1), train_loss = 3.116, time/batch = 0.586
7849/10715 (epoch 1), train_loss = 2.847, time/batch = 0.568
7850/10715 (epoch 1), train_loss = 3.189, time/batch = 0.555
7851/10715 (epoch 1), train_loss = 2.832, time/batch = 0.698
7852/10715 (epoch 1), train_loss = 2.820, time/batch = 0.569
7853/10715 (epoch 1), train_loss = 3.334, time/batch = 0.554
7854/10715 (epoch 1), train_loss = 3.606, time/batch = 0.603
7855/10715 (epoch 1), train_loss = 3.347, time/batch = 0.541
7856/10715 (epoch 1), train_loss = 3.239, time/batch = 0.583
7857/10715 (epoch 1), train_loss = 2.942, time/batch = 0.599
7858/10715 (epoch 1), train_loss = 4.066, time/batch = 0.713
7859/10715 (epoch 1), train_loss = 3.102, time/batch = 0.606
7860/10715 (epoch 1), train_loss = 2.886, time/batch = 0.627
7861/10715 (epoch 1), train_loss = 3.719, time/batch = 0.597
7862/10715 (epoch 1), train_loss = 2.906, time/batch = 0.651
7863/10715 (epoch 1), train_loss = 3.295, time/batch = 0.659
7864/10715 (epoch 1), train_loss = 3.234, time/batch = 0.655
7865/10715 (epoch 1), train_loss = 2.463, time/batch = 0.688
7866/10715 (epoch 1), train_loss = 3.259, time/batch = 0.634
7867/10715 (epoch 1), train_loss = 3.262, time/batch = 0.632
7868/10715 (epoch 1), train_loss = 3.271, time/batch = 0.643
7869/10715 (epoch 1), train_loss = 3.365, time/batch = 0.631
7870/10715 (epoch 1), train_loss = 3.404, time/batch = 0.633
7871/10715 (epoch 1), train_loss = 3.517, time/batch = 0.613
7872/10715 (epoch 1), train_loss = 3.418, time/batch = 0.598
7873/10715 (epoch 1), train_loss = 3.223, time/batch = 0.579
7874/10715 (epoch 1), train_loss = 3.131, time/batch = 0.610
7875/10715 (epoch 1), train_loss = 4.091, time/batch = 0.608
7876/10715 (epoch 1), train_loss = 3.506, time/batch = 0.586
7877/10715 (epoch 1), train_loss = 3.329, time/batch = 0.591
7878/10715 (epoch 1), train_loss = 2.951, time/batch = 0.644
7879/10715 (epoch 1), train_loss = 3.160, time/batch = 0.668
7880/10715 (epoch 1), train_loss = 3.350, time/batch = 0.578
7881/10715 (epoch 1), train_loss = 3.016, time/batch = 0.524
7882/10715 (epoch 1), train_loss = 3.089, time/batch = 0.523
7883/10715 (epoch 1), train_loss = 3.306, time/batch = 0.581
7884/10715 (epoch 1), train_loss = 3.519, time/batch = 0.558
7885/10715 (epoch 1), train_loss = 3.127, time/batch = 0.592
7886/10715 (epoch 1), train_loss = 3.243, time/batch = 0.551
7887/10715 (epoch 1), train_loss = 3.312, time/batch = 0.546
7888/10715 (epoch 1), train_loss = 3.214, time/batch = 0.566
7889/10715 (epoch 1), train_loss = 2.872, time/batch = 0.567
7890/10715 (epoch 1), train_loss = 3.139, time/batch = 0.557
7891/10715 (epoch 1), train_loss = 2.516, time/batch = 0.535
7892/10715 (epoch 1), train_loss = 3.750, time/batch = 0.544
7893/10715 (epoch 1), train_loss = 2.683, time/batch = 0.559
7894/10715 (epoch 1), train_loss = 2.993, time/batch = 0.553
7895/10715 (epoch 1), train_loss = 3.163, time/batch = 0.545
7896/10715 (epoch 1), train_loss = 2.523, time/batch = 0.541
7897/10715 (epoch 1), train_loss = 2.255, time/batch = 0.532
7898/10715 (epoch 1), train_loss = 2.860, time/batch = 0.576
7899/10715 (epoch 1), train_loss = 3.206, time/batch = 0.564
7900/10715 (epoch 1), train_loss = 3.048, time/batch = 0.630
7901/10715 (epoch 1), train_loss = 2.772, time/batch = 0.571
7902/10715 (epoch 1), train_loss = 3.575, time/batch = 0.526
7903/10715 (epoch 1), train_loss = 3.089, time/batch = 0.607
7904/10715 (epoch 1), train_loss = 3.073, time/batch = 0.634
7905/10715 (epoch 1), train_loss = 2.760, time/batch = 0.740
7906/10715 (epoch 1), train_loss = 3.455, time/batch = 0.723
7907/10715 (epoch 1), train_loss = 3.125, time/batch = 0.692
7908/10715 (epoch 1), train_loss = 2.843, time/batch = 0.682
7909/10715 (epoch 1), train_loss = 2.404, time/batch = 0.657
7910/10715 (epoch 1), train_loss = 3.990, time/batch = 0.648
7911/10715 (epoch 1), train_loss = 2.777, time/batch = 0.684
7912/10715 (epoch 1), train_loss = 3.808, time/batch = 0.628
7913/10715 (epoch 1), train_loss = 3.568, time/batch = 0.641
7914/10715 (epoch 1), train_loss = 2.843, time/batch = 0.632
7915/10715 (epoch 1), train_loss = 3.508, time/batch = 0.621
7916/10715 (epoch 1), train_loss = 3.637, time/batch = 0.612
7917/10715 (epoch 1), train_loss = 4.280, time/batch = 0.614
7918/10715 (epoch 1), train_loss = 3.361, time/batch = 0.647
7919/10715 (epoch 1), train_loss = 2.888, time/batch = 0.630
7920/10715 (epoch 1), train_loss = 3.541, time/batch = 0.614
7921/10715 (epoch 1), train_loss = 3.024, time/batch = 0.619
7922/10715 (epoch 1), train_loss = 3.927, time/batch = 0.623
7923/10715 (epoch 1), train_loss = 3.183, time/batch = 0.634
7924/10715 (epoch 1), train_loss = 2.825, time/batch = 0.687
7925/10715 (epoch 1), train_loss = 3.385, time/batch = 0.650
7926/10715 (epoch 1), train_loss = 2.790, time/batch = 0.664
7927/10715 (epoch 1), train_loss = 3.295, time/batch = 0.645
7928/10715 (epoch 1), train_loss = 2.905, time/batch = 0.646
7929/10715 (epoch 1), train_loss = 3.350, time/batch = 0.621
7930/10715 (epoch 1), train_loss = 3.798, time/batch = 0.606
7931/10715 (epoch 1), train_loss = 3.166, time/batch = 0.630
7932/10715 (epoch 1), train_loss = 3.032, time/batch = 0.614
7933/10715 (epoch 1), train_loss = 3.303, time/batch = 0.619
7934/10715 (epoch 1), train_loss = 3.804, time/batch = 0.602
7935/10715 (epoch 1), train_loss = 3.713, time/batch = 0.595
7936/10715 (epoch 1), train_loss = 3.836, time/batch = 0.611
7937/10715 (epoch 1), train_loss = 3.430, time/batch = 0.632
7938/10715 (epoch 1), train_loss = 3.380, time/batch = 0.623
7939/10715 (epoch 1), train_loss = 2.509, time/batch = 0.613
7940/10715 (epoch 1), train_loss = 3.503, time/batch = 0.605
7941/10715 (epoch 1), train_loss = 3.994, time/batch = 0.601
7942/10715 (epoch 1), train_loss = 3.367, time/batch = 0.696
7943/10715 (epoch 1), train_loss = 3.305, time/batch = 0.703
7944/10715 (epoch 1), train_loss = 3.256, time/batch = 0.625
7945/10715 (epoch 1), train_loss = 3.315, time/batch = 0.654
7946/10715 (epoch 1), train_loss = 2.383, time/batch = 0.654
7947/10715 (epoch 1), train_loss = 2.789, time/batch = 0.661
7948/10715 (epoch 1), train_loss = 2.967, time/batch = 0.599
7949/10715 (epoch 1), train_loss = 2.323, time/batch = 0.611
7950/10715 (epoch 1), train_loss = 3.882, time/batch = 0.659
7951/10715 (epoch 1), train_loss = 3.861, time/batch = 0.684
7952/10715 (epoch 1), train_loss = 2.756, time/batch = 0.701
7953/10715 (epoch 1), train_loss = 2.912, time/batch = 0.646
7954/10715 (epoch 1), train_loss = 3.420, time/batch = 0.632
7955/10715 (epoch 1), train_loss = 3.293, time/batch = 0.655
7956/10715 (epoch 1), train_loss = 2.892, time/batch = 0.647
7957/10715 (epoch 1), train_loss = 2.552, time/batch = 0.690
7958/10715 (epoch 1), train_loss = 2.635, time/batch = 0.636
7959/10715 (epoch 1), train_loss = 2.946, time/batch = 0.637
7960/10715 (epoch 1), train_loss = 2.682, time/batch = 0.603
7961/10715 (epoch 1), train_loss = 3.134, time/batch = 0.656
7962/10715 (epoch 1), train_loss = 2.713, time/batch = 0.630
7963/10715 (epoch 1), train_loss = 3.408, time/batch = 0.602
7964/10715 (epoch 1), train_loss = 3.488, time/batch = 0.620
7965/10715 (epoch 1), train_loss = 3.599, time/batch = 0.639
7966/10715 (epoch 1), train_loss = 3.080, time/batch = 0.610
7967/10715 (epoch 1), train_loss = 3.234, time/batch = 0.616
7968/10715 (epoch 1), train_loss = 2.940, time/batch = 0.607
7969/10715 (epoch 1), train_loss = 3.129, time/batch = 0.600
7970/10715 (epoch 1), train_loss = 3.143, time/batch = 0.624
7971/10715 (epoch 1), train_loss = 2.832, time/batch = 0.623
7972/10715 (epoch 1), train_loss = 3.293, time/batch = 0.630
7973/10715 (epoch 1), train_loss = 2.555, time/batch = 0.607
7974/10715 (epoch 1), train_loss = 3.088, time/batch = 0.628
7975/10715 (epoch 1), train_loss = 2.537, time/batch = 0.645
7976/10715 (epoch 1), train_loss = 3.011, time/batch = 0.596
7977/10715 (epoch 1), train_loss = 2.737, time/batch = 0.616
7978/10715 (epoch 1), train_loss = 2.801, time/batch = 0.594
7979/10715 (epoch 1), train_loss = 3.620, time/batch = 0.602
7980/10715 (epoch 1), train_loss = 3.101, time/batch = 0.617
7981/10715 (epoch 1), train_loss = 2.607, time/batch = 0.609
7982/10715 (epoch 1), train_loss = 3.021, time/batch = 0.688
7983/10715 (epoch 1), train_loss = 2.832, time/batch = 0.606
7984/10715 (epoch 1), train_loss = 2.909, time/batch = 0.551
7985/10715 (epoch 1), train_loss = 2.483, time/batch = 0.541
7986/10715 (epoch 1), train_loss = 3.346, time/batch = 0.589
7987/10715 (epoch 1), train_loss = 3.113, time/batch = 0.635
7988/10715 (epoch 1), train_loss = 3.235, time/batch = 0.617
7989/10715 (epoch 1), train_loss = 3.472, time/batch = 0.624
7990/10715 (epoch 1), train_loss = 4.039, time/batch = 0.657
7991/10715 (epoch 1), train_loss = 2.992, time/batch = 0.660
7992/10715 (epoch 1), train_loss = 2.868, time/batch = 0.631
7993/10715 (epoch 1), train_loss = 2.838, time/batch = 0.627
7994/10715 (epoch 1), train_loss = 2.922, time/batch = 0.623
7995/10715 (epoch 1), train_loss = 2.875, time/batch = 0.615
7996/10715 (epoch 1), train_loss = 2.669, time/batch = 0.632
7997/10715 (epoch 1), train_loss = 3.055, time/batch = 0.626
7998/10715 (epoch 1), train_loss = 3.149, time/batch = 0.669
7999/10715 (epoch 1), train_loss = 3.044, time/batch = 0.643
8000/10715 (epoch 1), train_loss = 3.821, time/batch = 0.608
8001/10715 (epoch 1), train_loss = 3.296, time/batch = 0.611
8002/10715 (epoch 1), train_loss = 2.887, time/batch = 0.592
8003/10715 (epoch 1), train_loss = 3.045, time/batch = 0.619
8004/10715 (epoch 1), train_loss = 2.414, time/batch = 0.651
8005/10715 (epoch 1), train_loss = 3.313, time/batch = 0.610
8006/10715 (epoch 1), train_loss = 3.898, time/batch = 0.609
8007/10715 (epoch 1), train_loss = 3.203, time/batch = 0.624
8008/10715 (epoch 1), train_loss = 3.152, time/batch = 0.617
8009/10715 (epoch 1), train_loss = 3.173, time/batch = 0.616
8010/10715 (epoch 1), train_loss = 2.957, time/batch = 0.606
8011/10715 (epoch 1), train_loss = 1.904, time/batch = 0.600
8012/10715 (epoch 1), train_loss = 3.401, time/batch = 0.614
8013/10715 (epoch 1), train_loss = 2.888, time/batch = 0.636
8014/10715 (epoch 1), train_loss = 3.067, time/batch = 0.614
8015/10715 (epoch 1), train_loss = 3.070, time/batch = 0.608
8016/10715 (epoch 1), train_loss = 2.979, time/batch = 0.614
8017/10715 (epoch 1), train_loss = 3.544, time/batch = 0.681
8018/10715 (epoch 1), train_loss = 3.564, time/batch = 0.685
8019/10715 (epoch 1), train_loss = 2.582, time/batch = 0.618
8020/10715 (epoch 1), train_loss = 3.767, time/batch = 0.614
8021/10715 (epoch 1), train_loss = 3.152, time/batch = 0.617
8022/10715 (epoch 1), train_loss = 3.198, time/batch = 0.630
8023/10715 (epoch 1), train_loss = 3.319, time/batch = 0.640
8024/10715 (epoch 1), train_loss = 3.012, time/batch = 0.623
8025/10715 (epoch 1), train_loss = 2.810, time/batch = 0.616
8026/10715 (epoch 1), train_loss = 3.064, time/batch = 0.605
8027/10715 (epoch 1), train_loss = 2.033, time/batch = 0.602
8028/10715 (epoch 1), train_loss = 2.617, time/batch = 0.694
8029/10715 (epoch 1), train_loss = 3.249, time/batch = 0.614
8030/10715 (epoch 1), train_loss = 3.060, time/batch = 0.608
8031/10715 (epoch 1), train_loss = 3.887, time/batch = 0.627
8032/10715 (epoch 1), train_loss = 2.762, time/batch = 0.634
8033/10715 (epoch 1), train_loss = 2.898, time/batch = 0.623
8034/10715 (epoch 1), train_loss = 3.146, time/batch = 0.609
8035/10715 (epoch 1), train_loss = 2.595, time/batch = 0.619
8036/10715 (epoch 1), train_loss = 4.266, time/batch = 0.617
8037/10715 (epoch 1), train_loss = 3.113, time/batch = 0.615
8038/10715 (epoch 1), train_loss = 3.159, time/batch = 0.627
8039/10715 (epoch 1), train_loss = 2.882, time/batch = 0.621
8040/10715 (epoch 1), train_loss = 2.898, time/batch = 0.602
8041/10715 (epoch 1), train_loss = 2.665, time/batch = 0.623
8042/10715 (epoch 1), train_loss = 3.627, time/batch = 0.613
8043/10715 (epoch 1), train_loss = 3.286, time/batch = 0.613
8044/10715 (epoch 1), train_loss = 2.875, time/batch = 0.605
8045/10715 (epoch 1), train_loss = 3.320, time/batch = 0.599
8046/10715 (epoch 1), train_loss = 3.388, time/batch = 0.609
8047/10715 (epoch 1), train_loss = 3.391, time/batch = 0.624
8048/10715 (epoch 1), train_loss = 2.750, time/batch = 0.617
8049/10715 (epoch 1), train_loss = 3.078, time/batch = 0.601
8050/10715 (epoch 1), train_loss = 3.056, time/batch = 0.601
8051/10715 (epoch 1), train_loss = 2.780, time/batch = 0.622
8052/10715 (epoch 1), train_loss = 3.400, time/batch = 0.620
8053/10715 (epoch 1), train_loss = 2.996, time/batch = 0.600
8054/10715 (epoch 1), train_loss = 3.229, time/batch = 0.608
8055/10715 (epoch 1), train_loss = 3.351, time/batch = 0.624
8056/10715 (epoch 1), train_loss = 2.478, time/batch = 0.637
8057/10715 (epoch 1), train_loss = 3.761, time/batch = 0.633
8058/10715 (epoch 1), train_loss = 2.564, time/batch = 0.641
8059/10715 (epoch 1), train_loss = 2.809, time/batch = 0.605
8060/10715 (epoch 1), train_loss = 3.140, time/batch = 0.610
8061/10715 (epoch 1), train_loss = 2.482, time/batch = 0.629
8062/10715 (epoch 1), train_loss = 2.781, time/batch = 0.635
8063/10715 (epoch 1), train_loss = 3.069, time/batch = 0.651
8064/10715 (epoch 1), train_loss = 2.245, time/batch = 0.610
8065/10715 (epoch 1), train_loss = 2.723, time/batch = 0.636
8066/10715 (epoch 1), train_loss = 2.947, time/batch = 0.631
8067/10715 (epoch 1), train_loss = 3.645, time/batch = 0.660
8068/10715 (epoch 1), train_loss = 3.056, time/batch = 0.623
8069/10715 (epoch 1), train_loss = 3.010, time/batch = 0.594
8070/10715 (epoch 1), train_loss = 3.185, time/batch = 0.638
8071/10715 (epoch 1), train_loss = 2.525, time/batch = 0.633
8072/10715 (epoch 1), train_loss = 3.909, time/batch = 0.606
8073/10715 (epoch 1), train_loss = 3.545, time/batch = 0.608
